timestamp,GBP_USD,GBP_EUR,GBP_JPY,GBP_KRW,GBP_CHF,target
05-Oct-22,1.1245,1.141,162.7826,1599.9836,1.1082,7.9991
04-Oct-22,1.1404,1.1453,164.7536,1619.1228,1.1192,8.1122
03-Oct-22,1.128,1.1494,162.9622,1619.1368,1.1177,8.024
30-Sep-22,1.117,1.1404,161.7193,1604.9224,1.0994,7.9447
29-Sep-22,1.1034,1.1298,159.5406,1578.6068,1.0824,7.8725
28-Sep-22,1.0745,1.1159,155.3297,1540.2044,1.0535,7.7361
27-Sep-22,1.0774,1.1197,155.8998,1535.1711,1.0663,7.7314
26-Sep-22,1.0787,1.1182,155.7103,1537.6113,1.069,7.7084
23-Sep-22,1.0897,1.1228,156.1322,1546.2189,1.0699,7.7691
22-Sep-22,1.1265,1.1476,160.0419,1586.1514,1.1059,7.9647
21-Sep-22,1.1333,1.1472,163.2859,1579.9392,1.0935,7.987
20-Sep-22,1.1415,1.1422,164.0678,1591.2567,1.1014,8.011
16-Sep-22,1.1431,1.1396,163.429,1586.2913,1.1,8.0011
15-Sep-22,1.149,1.1495,164.847,1607.0546,1.1038,8.0339
14-Sep-22,1.158,1.1581,165.1771,1611.7855,1.1118,8.0597
13-Sep-22,1.1541,1.1524,166.4443,1604.2682,1.1089,7.9916
12-Sep-22,1.1704,1.1554,166.6533,1613.1974,1.114,8.1038
09-Sep-22,1.1583,1.1535,164.9767,1596.2301,1.1137,8.0201
08-Sep-22,1.1491,1.1541,165.4244,1592.2849,1.1184,7.9929
07-Sep-22,1.1467,1.1526,165.6867,1585.2382,1.1259,7.9868
06-Sep-22,1.1529,1.1641,164.5304,1591.5266,1.1345,8.0183
05-Sep-22,1.1507,1.16,161.7424,1577.9549,1.1294,7.9772
02-Sep-22,1.1584,1.1554,162.2223,1572.1168,1.1344,7.9919
01-Sep-22,1.1526,1.16,161.4216,1560.9547,1.135,7.9552
31-Aug-22,1.1638,1.1574,161.3376,1561.1504,1.1358,8.0164
30-Aug-22,1.1631,1.1644,161.5662,1572.5286,1.1354,8.037
26-Aug-22,1.1792,1.1774,161.9042,1569.185,1.1358,8.0845
25-Aug-22,1.1826,1.1849,161.6732,1578.3926,1.1399,8.0949
24-Aug-22,1.1818,1.183,161.6348,1582.3416,1.1411,8.1049
23-Aug-22,1.1852,1.1869,161.5072,1583.8598,1.1406,8.0997
22-Aug-22,1.179,1.1829,161.747,1586.8043,1.1358,8.0714
19-Aug-22,1.1805,1.1756,161.8702,1578.8302,1.1322,8.0468
18-Aug-22,1.2003,1.185,162.2926,1592.6301,1.1456,8.1473
17-Aug-22,1.2044,1.1852,163.1601,1585.2975,1.148,8.1658
16-Aug-22,1.2095,1.1882,162.5447,1585.9508,1.1498,8.2065
15-Aug-22,1.208,1.185,160.664,1582.6552,1.1404,8.1794
12-Aug-22,1.2118,1.1826,162.054,1582.4533,1.1443,8.17
11-Aug-22,1.2226,1.1818,162.0679,1589.4595,1.1484,8.2415
10-Aug-22,1.2259,1.1838,161.9414,1590.973,1.1526,8.2417
09-Aug-22,1.2088,1.1824,163.1396,1579.2428,1.1514,8.1617
08-Aug-22,1.2119,1.1862,163.2672,1583.0444,1.1554,8.1829
05-Aug-22,1.206,1.1864,163.1959,1570.1577,1.1615,8.1514
04-Aug-22,1.2111,1.1861,161.2337,1582.9864,1.1593,8.1725
03-Aug-22,1.2112,1.1957,162.7732,1588.0104,1.1676,8.1835
02-Aug-22,1.2218,1.1978,160.9477,1599.5561,1.1655,8.2519
01-Aug-22,1.2283,1.1957,161.9145,1602.348,1.1664,8.3104
29-Jul-22,1.2162,1.1928,162.5816,1588.7464,1.1583,8.2044
28-Jul-22,1.2114,1.1959,164.2537,1577.0793,1.1586,8.1817
27-Jul-22,1.2031,1.1887,165.1616,1578.8161,1.1603,8.1312
26-Jul-22,1.2044,1.1888,164.497,1577.5231,1.1603,8.1437
25-Jul-22,1.2045,1.1788,164.6431,1579.768,1.1622,8.1316
22-Jul-22,1.204,1.1769,163.8403,1575.6989,1.1568,8.1234
21-Jul-22,1.1947,1.1723,164.6894,1568.6292,1.1583,8.0839
20-Jul-22,1.1998,1.1748,165.6924,1572.1999,1.1642,8.1021
19-Jul-22,1.2027,1.1738,165.8283,1570.2331,1.1648,8.1104
18-Jul-22,1.2026,1.1796,165.9949,1579.9639,1.1712,8.1055
15-Jul-22,1.1855,1.176,164.2747,1566.3715,1.1605,8.0075
14-Jul-22,1.1785,1.179,164.1061,1563.1035,1.1614,7.9667
13-Jul-22,1.1954,1.1822,163.9423,1557.3617,1.1688,8.031
12-Jul-22,1.1888,1.1829,162.4495,1554.0112,1.1665,7.9941
11-Jul-22,1.1885,1.1785,163.3593,1559.4784,1.1643,7.9796
08-Jul-22,1.2025,1.1821,163.6122,1558.0432,1.174,8.0489
07-Jul-22,1.2001,1.1798,163.1296,1558.1738,1.1676,8.0395
06-Jul-22,1.1912,1.1685,161.6101,1555.3498,1.1557,7.993
05-Jul-22,1.1916,1.1634,162.1053,1565.3751,1.156,8.0064
04-Jul-22,1.2117,1.1625,164.4762,1570.2481,1.1649,8.1122
01-Jul-22,1.2005,1.1549,162.2236,1562.6008,1.1562,8.0476
30-Jun-22,1.2143,1.1618,164.9748,1576.131,1.1628,8.1346
29-Jun-22,1.2121,1.1568,165.8395,1573.1119,1.155,8.1199
28-Jun-22,1.2201,1.1602,166.2508,1573.9351,1.1684,8.181
27-Jun-22,1.2303,1.161,166.312,1580.7018,1.1765,8.2318
24-Jun-22,1.2288,1.1654,166.1583,1587.0628,1.1735,8.2133
23-Jun-22,1.2242,1.1575,164.6182,1590.7255,1.173,8.1997
22-Jun-22,1.2254,1.1648,166.8137,1589.307,1.1753,8.2065
21-Jun-22,1.2282,1.1624,166.679,1585.3913,1.1835,8.2142
20-Jun-22,1.2255,1.163,165.3935,1583.1928,1.1849,8.1986
17-Jun-22,1.2182,1.1648,164.7859,1579.0187,1.1843,8.182
16-Jun-22,1.2274,1.1695,162.7164,1590.7902,1.1897,8.2328
15-Jun-22,1.2066,1.159,162.3842,1558.4265,1.2077,8.1005
14-Jun-22,1.2001,1.1528,161.5335,1548.8851,1.2003,8.0908
13-Jun-22,1.2131,1.1641,162.422,1569.248,1.2097,8.1969
10-Jun-22,1.2342,1.172,165.6543,1580.6214,1.2196,8.2772
09-Jun-22,1.254,1.1777,168.4247,1580.6294,1.2284,8.3905
08-Jun-22,1.2549,1.1694,167.9809,1575.6524,1.2228,8.3857
07-Jun-22,1.258,1.175,166.6598,1577.9283,1.2234,8.3891
06-Jun-22,1.2557,1.1716,164.9236,1571.4646,1.2133,8.3485
01-Jun-22,1.2496,1.1715,162.398,1554.8835,1.2044,8.3477
31-May-22,1.2601,1.1763,162.1119,1563.9479,1.2079,8.4036
30-May-22,1.2648,1.1732,161.4264,1565.4619,1.211,8.4223
27-May-22,1.2615,1.1778,160.3619,1576.9255,1.207,8.4478
26-May-22,1.2573,1.1731,160.1046,1587.6556,1.2078,8.4648
25-May-22,1.2545,1.1748,159.7857,1590.6433,1.2077,8.3919
24-May-22,1.2525,1.1676,158.4914,1583.661,1.2019,8.3323
23-May-22,1.2571,1.1783,160.494,1584.6248,1.2135,8.3587
20-May-22,1.2466,1.1808,159.5648,1582.8018,1.2158,8.3373
19-May-22,1.2489,1.1795,159.1099,1583.3492,1.2141,8.3811
18-May-22,1.2413,1.181,159.5071,1576.7924,1.2281,8.3785
17-May-22,1.247,1.1837,161.2246,1581.8881,1.2381,8.4017
16-May-22,1.225,1.1775,158.123,1570.6399,1.231,8.3075
13-May-22,1.222,1.1757,158.0779,1565.6447,1.2244,8.294
12-May-22,1.2228,1.1743,156.6407,1575.2843,1.2206,8.293
11-May-22,1.234,1.17,160.7655,1571.6162,1.2226,8.2874
10-May-22,1.2313,1.1679,160.3522,1570.7325,1.2234,8.2817
09-May-22,1.2306,1.1688,160.6179,1571.2424,1.226,8.2742
06-May-22,1.235,1.1671,161.0687,1567.9375,1.2167,8.2326
05-May-22,1.2374,1.1747,161.159,1561.1657,1.219,8.2193
04-May-22,1.2499,1.1851,162.487,1579.6424,1.2283,8.2593
03-May-22,1.2514,1.1872,162.5944,1579.3794,1.2239,8.2693
29-Apr-22,1.2556,1.1904,162.7885,1583.8704,1.2186,8.29
28-Apr-22,1.2439,1.1829,162.9633,1586.694,1.2087,8.241
27-Apr-22,1.2503,1.1891,160.426,1586.1743,1.2128,8.2031
26-Apr-22,1.2621,1.185,160.5013,1590.6246,1.2119,8.2729
25-Apr-22,1.2717,1.1876,162.5868,1592.8233,1.2188,8.3403
22-Apr-22,1.2843,1.1916,165.0454,1595.7748,1.2304,8.3427
21-Apr-22,1.3031,1.2018,167.4874,1615.9027,1.2407,8.4042
20-Apr-22,1.3048,1.2009,166.5708,1612.0543,1.2346,8.3716
19-Apr-22,1.299,1.2043,167.3632,1612.5786,1.2333,8.3058
14-Apr-22,1.3048,1.2106,164.2743,1604.8388,1.2299,8.3207
13-Apr-22,1.3038,1.2019,163.9268,1598.4718,1.2184,8.2969
12-Apr-22,1.3038,1.1989,163.1836,1601.4836,1.2128,8.3003
11-Apr-22,1.3041,1.1971,163.7037,1609.4681,1.2141,8.3014
08-Apr-22,1.3007,1.1964,161.8071,1599.3082,1.2154,8.274
07-Apr-22,1.3066,1.1976,161.9073,1595.7767,1.2194,8.3028
06-Apr-22,1.3094,1.1992,161.9728,1595.3533,1.2209,8.3202
05-Apr-22,1.3114,1.2001,161.8268,1595.0296,1.2176,8.3438
04-Apr-22,1.3116,1.1928,160.9989,1594.381,1.2143,8.3451
01-Apr-22,1.3109,1.1876,161.0441,1597.2989,1.2143,8.3399
31-Mar-22,1.3162,1.1835,159.7867,1597.9853,1.2117,8.3385
30-Mar-22,1.3173,1.1801,160.7238,1591.7133,1.2149,8.3609
29-Mar-22,1.3136,1.1835,161.205,1596.1685,1.2239,8.355
28-Mar-22,1.3089,1.1929,161.3874,1603.5334,1.2233,8.3334
25-Mar-22,1.3192,1.2009,160.9292,1615.6176,1.2275,8.3978
24-Mar-22,1.3184,1.1979,160.9239,1609.2127,1.2273,8.3943
23-Mar-22,1.3211,1.201,159.9059,1609.113,1.2314,8.418
22-Mar-22,1.326,1.203,159.9819,1614.0072,1.2365,8.4413
21-Mar-22,1.3202,1.1953,157.2754,1605.5084,1.2282,8.3901
18-Mar-22,1.3173,1.1922,156.9826,1596.4886,1.229,8.3792
17-Mar-22,1.3157,1.1844,155.8447,1592.5364,1.2302,8.3493
16-Mar-22,1.3095,1.1911,155.1627,1608.3606,1.2328,8.3166
15-Mar-22,1.3067,1.1908,154.4519,1624.2412,1.2301,8.3232
14-Mar-22,1.3047,1.1884,153.9546,1617.1757,1.2211,8.2988
11-Mar-22,1.3085,1.1932,153.0945,1615.2451,1.2208,8.2945
10-Mar-22,1.313,1.1916,152.2817,1610.1253,1.2177,8.2997
09-Mar-22,1.3158,1.1913,152.396,1612.5721,1.2194,8.3124
08-Mar-22,1.3111,1.2054,151.55,1618.8414,1.218,8.2833
07-Mar-22,1.3135,1.2077,151.5648,1615.559,1.2159,8.3005
04-Mar-22,1.3215,1.2105,151.7346,1611.6618,1.2146,8.3503
03-Mar-22,1.3341,1.206,154.2753,1611.5795,1.2278,8.4308
02-Mar-22,1.3315,1.203,153.8548,1604.4908,1.2288,8.4164
01-Mar-22,1.3352,1.1986,153.2943,1605.4712,1.2276,8.4272
28-Feb-22,1.3419,1.1949,154.5466,1615.0236,1.2311,8.4652
25-Feb-22,1.3416,1.1931,155.0621,1609.3632,1.245,8.4748
24-Feb-22,1.3275,1.1949,153.459,1607.4233,1.2325,8.4008
23-Feb-22,1.356,1.1974,155.9942,1617.0368,1.2437,8.561
22-Feb-22,1.3591,1.199,156.3916,1620.2647,1.2521,8.5977
21-Feb-22,1.3607,1.2003,156.2628,1622.0496,1.2457,8.6194
18-Feb-22,1.3584,1.1978,156.4198,1624.8366,1.252,8.592
17-Feb-22,1.362,1.198,156.6028,1631.676,1.2533,8.6325
16-Feb-22,1.3578,1.1949,156.7309,1626.1624,1.253,8.5992
15-Feb-22,1.3522,1.1907,156.5036,1618.8403,1.2531,8.5709
14-Feb-22,1.3513,1.1952,156.1968,1618.3709,1.2516,8.5898
11-Feb-22,1.3603,1.193,157.6316,1624.7355,1.2592,8.6433
10-Feb-22,1.3616,1.1873,157.9048,1626.1453,1.2585,8.6497
09-Feb-22,1.3546,1.1853,156.4021,1618.002,1.2515,8.6178
08-Feb-22,1.3553,1.187,156.6727,1622.5313,1.2534,8.6278
07-Feb-22,1.353,1.1823,155.6762,1620.6708,1.249,8.6028
04-Feb-22,1.353,1.1825,155.9738,1623.918,1.2518,8.6058
03-Feb-22,1.361,1.192,156.3789,1634.7311,1.2508,8.6566
02-Feb-22,1.3572,1.2002,155.1687,1629.7529,1.246,8.6325
01-Feb-22,1.3506,1.201,155.0354,1627.0476,1.2471,8.5905
31-Jan-22,1.3418,1.197,154.6559,1618.7341,1.2492,8.5345
28-Jan-22,1.3415,1.2015,154.5408,1622.3363,1.2479,8.5326
27-Jan-22,1.339,1.201,154.5876,1610.5626,1.2471,8.5218
26-Jan-22,1.3513,1.198,154.5482,1616.4521,1.2452,8.541
25-Jan-22,1.3486,1.1961,153.646,1615.0294,1.2396,8.5308
24-Jan-22,1.3464,1.1906,153.4223,1611.6408,1.2329,8.5233
21-Jan-22,1.3559,1.1944,154.098,1614.9379,1.2352,8.5944
20-Jan-22,1.3659,1.2033,155.7126,1622.9214,1.249,8.6606
19-Jan-22,1.359,1.1977,155.3745,1615.1579,1.2451,8.6224
18-Jan-22,1.3582,1.1973,155.5818,1619.6535,1.2451,8.628
17-Jan-22,1.365,1.1968,156.4427,1626.8616,1.2476,8.6653
14-Jan-22,1.3683,1.1967,155.7125,1626.8403,1.2479,8.692
13-Jan-22,1.3734,1.1983,156.7461,1628.1726,1.2502,8.7341
12-Jan-22,1.3687,1.1984,157.2089,1625.5776,1.2528,8.7022
11-Jan-22,1.3605,1.1997,157.0969,1624.2533,1.2589,8.6711
10-Jan-22,1.3561,1.198,156.1142,1625.7876,1.2545,8.646
07-Jan-22,1.3572,1.196,156.9466,1633.0238,1.2486,8.6547
06-Jan-22,1.3527,1.1975,156.575,1628.9349,1.2438,8.6332
05-Jan-22,1.3565,1.1965,157.0691,1623.2896,1.2411,8.6328
04-Jan-22,1.3553,1.1984,157.4181,1622.66,1.239,8.6361
31-Dec-21,1.3477,1.1907,155.1472,1601.0406,1.2305,8.5553
30-Dec-21,1.3499,1.1913,155.4545,1605.2268,1.2337,8.5976
29-Dec-21,1.3486,1.1882,155.0081,1598.9811,1.2319,8.5879
24-Dec-21,1.3413,1.1841,153.4313,1591.439,1.2306,8.5409
23-Dec-21,1.341,1.1858,153.4104,1593.1482,1.234,8.5416
22-Dec-21,1.3345,1.1787,152.5467,1588.4887,1.2283,8.5001
21-Dec-21,1.3233,1.1748,150.9621,1577.3868,1.2242,8.4315
20-Dec-21,1.3221,1.1711,149.9394,1573.2858,1.2177,8.4292
17-Dec-21,1.3263,1.1764,150.734,1574.5635,1.2232,8.4549
16-Dec-21,1.3327,1.1789,151.5813,1581.1486,1.2287,8.4858
15-Dec-21,1.3214,1.1744,150.4282,1570.4178,1.224,8.4138
14-Dec-21,1.3233,1.1739,150.4857,1568.9111,1.2227,8.4256
13-Dec-21,1.3231,1.1734,150.1057,1566.7356,1.2194,8.4189
10-Dec-21,1.3228,1.1703,150.0452,1559.9847,1.2195,8.4243
09-Dec-21,1.3206,1.1703,149.8221,1555.2178,1.2223,8.4217
08-Dec-21,1.3216,1.1662,150.5302,1553.2897,1.2192,8.3836
07-Dec-21,1.3235,1.1769,150.429,1557.7793,1.226,8.425
06-Dec-21,1.3236,1.1741,150.1624,1563.3106,1.2254,8.4387
03-Dec-21,1.3219,1.172,149.6787,1561.6795,1.2164,8.4282
02-Dec-21,1.3307,1.1757,150.3292,1565.1627,1.2234,8.4849
01-Dec-21,1.3315,1.1748,150.4329,1565.1783,1.2246,8.4781
30-Nov-21,1.3233,1.1752,150.2078,1570.6777,1.2239,8.4215
29-Nov-21,1.3295,1.18,151.2838,1586.4392,1.2297,8.4922
26-Nov-21,1.3336,1.1783,150.9502,1592.9985,1.2304,8.5249
25-Nov-21,1.3319,1.1881,153.6613,1585.7868,1.2464,8.5055
24-Nov-21,1.333,1.1906,153.8948,1584.6704,1.248,8.5201
23-Nov-21,1.337,1.187,153.7283,1592.3001,1.2466,8.5448
22-Nov-21,1.3402,1.1915,153.7611,1593.0421,1.2484,8.5561
19-Nov-21,1.3462,1.1894,153.2783,1598.3096,1.2474,8.5972
18-Nov-21,1.3477,1.1876,154.0286,1596.8628,1.2482,8.6052
17-Nov-21,1.3465,1.1907,154.2146,1592.6873,1.2517,8.5873
16-Nov-21,1.3421,1.1825,153.7644,1589.1873,1.2463,8.5786
15-Nov-21,1.3431,1.176,153.0731,1586.3757,1.2385,8.5722
12-Nov-21,1.3394,1.1703,152.6246,1578.9316,1.2345,8.5436
11-Nov-21,1.3392,1.1676,152.6286,1579.4525,1.2327,8.5572
10-Nov-21,1.3475,1.1698,153.4803,1592.0039,1.2347,8.6081
09-Nov-21,1.3551,1.1697,153.0179,1597.2564,1.2373,8.6613
08-Nov-21,1.3563,1.1703,153.5332,1601.5869,1.2388,8.667
05-Nov-21,1.3492,1.1677,153.0802,1596.6298,1.2321,8.6322
04-Nov-21,1.3492,1.1686,153.3231,1601.3385,1.2317,8.6308
03-Nov-21,1.3659,1.1791,155.8219,1618.1408,1.2458,8.7501
02-Nov-21,1.3611,1.1753,154.8932,1602.2189,1.2449,8.7104
01-Nov-21,1.3678,1.18,156.2028,1611.1727,1.2455,8.7501
29-Oct-21,1.3706,1.1845,156.3032,1609.3722,1.2527,8.7769
28-Oct-21,1.38,1.1816,156.5196,1611.357,1.2608,8.821
27-Oct-21,1.3713,1.1825,155.9579,1606.0528,1.2579,8.7634
26-Oct-21,1.3784,1.1889,157.4271,1608.6479,1.2683,8.7976
25-Oct-21,1.3771,1.1859,156.5625,1607.7642,1.2657,8.7936
22-Oct-21,1.3772,1.1827,156.4637,1619.4564,1.2614,8.7893
21-Oct-21,1.3821,1.1867,157.435,1626.6695,1.269,8.8342
20-Oct-21,1.3816,1.1861,157.9169,1623.3869,1.2705,8.8333
19-Oct-21,1.3799,1.1851,157.6812,1623.1833,1.271,8.805
18-Oct-21,1.372,1.1826,156.7373,1625.9778,1.2676,8.8192
15-Oct-21,1.3769,1.1864,157.0768,1627.482,1.2709,8.8577
14-Oct-21,1.3683,1.1806,155.5757,1623.0775,1.2638,8.8105
13-Oct-21,1.3633,1.1779,154.5301,1621.0728,1.2627,8.7618
12-Oct-21,1.3601,1.1778,154.5346,1628.7197,1.2638,8.7691
11-Oct-21,1.3626,1.1775,154.3281,1628.0209,1.2626,8.7882
08-Oct-21,1.3637,1.1783,152.7889,1630.4056,1.2639,8.7874
07-Oct-21,1.3622,1.1783,151.9262,1621.3449,1.2629,8.7797
06-Oct-21,1.3569,1.1755,150.9687,1619.9894,1.2589,8.7455
05-Oct-21,1.3624,1.1752,151.9621,1616.0107,1.2646,8.7809
04-Oct-21,1.3605,1.1704,150.8658,1609.3355,1.2568,8.7687
01-Oct-21,1.354,1.1676,150.2398,1602.2627,1.2591,8.7268
30-Sep-21,1.3484,1.1635,150.4545,1595.8719,1.2582,8.6973
29-Sep-21,1.3425,1.1559,150.2526,1592.7219,1.2528,8.681
28-Sep-21,1.3537,1.1596,150.8699,1607.0856,1.2572,8.7446
27-Sep-21,1.3708,1.1716,152.1451,1617.3247,1.2692,8.8519
24-Sep-21,1.3672,1.1673,151.3901,1614.6769,1.2647,8.8398
23-Sep-21,1.3745,1.1699,151.4012,1611.7799,1.2677,8.8765
22-Sep-21,1.3645,1.1628,149.5765,1613.1256,1.2588,8.8124
21-Sep-21,1.3644,1.1637,149.0198,1619.0243,1.2592,8.8215
20-Sep-21,1.3665,1.1656,149.6454,1622.2473,1.2684,8.8351
17-Sep-21,1.3749,1.1715,151.2115,1622.4164,1.2806,8.892
16-Sep-21,1.3782,1.1719,151.1748,1620.7701,1.2754,8.8985
15-Sep-21,1.3828,1.17,151.14,1615.3247,1.2712,8.8929
14-Sep-21,1.385,1.1715,151.8791,1620.7339,1.2734,8.918
13-Sep-21,1.3848,1.1726,152.2311,1625.3467,1.2754,8.9277
10-Sep-21,1.3855,1.1709,152.1833,1620.0097,1.2708,8.9241
09-Sep-21,1.3844,1.1716,152.0487,1618.3774,1.2716,8.9303
08-Sep-21,1.3737,1.163,151.5603,1603.9939,1.267,8.8771
07-Sep-21,1.3783,1.1636,151.9024,1603.1628,1.2658,8.911
06-Sep-21,1.3827,1.1656,151.8896,1599.618,1.2668,8.9295
03-Sep-21,1.3871,1.1675,152.1094,1602.7871,1.267,8.9239
02-Sep-21,1.3833,1.1656,152.1353,1600.9692,1.2649,8.9298
01-Sep-21,1.3786,1.163,151.6874,1593.9235,1.2603,8.9052
31-Aug-21,1.3761,1.1658,151.1783,1593.0491,1.2606,8.8847
27-Aug-21,1.3747,1.1662,151.2033,1599.1266,1.2558,8.8966
26-Aug-21,1.3715,1.1668,150.9473,1605.1693,1.2592,8.8903
25-Aug-21,1.3731,1.1685,151.1646,1599.6684,1.2558,8.8885
24-Aug-21,1.3732,1.1677,150.6126,1599.7025,1.2524,8.8832
23-Aug-21,1.3714,1.1687,150.6209,1604.5037,1.2533,8.8889
20-Aug-21,1.3613,1.1656,149.4844,1607.7021,1.2498,8.8508
19-Aug-21,1.3661,1.1692,149.8885,1606.5746,1.2541,8.8716
18-Aug-21,1.3756,1.1746,151.1647,1610.972,1.2624,8.9173
17-Aug-21,1.3738,1.1725,150.5685,1616.5985,1.2561,8.911
16-Aug-21,1.3858,1.1756,151.2601,1617.8591,1.2626,8.9693
13-Aug-21,1.3853,1.1791,152.2168,1611.4987,1.2695,8.973
12-Aug-21,1.3835,1.1795,152.6831,1609.7092,1.2777,8.964
11-Aug-21,1.3868,1.1814,153.2137,1604.486,1.2778,8.9852
10-Aug-21,1.3847,1.1815,153.0786,1595.5275,1.2774,8.9785
09-Aug-21,1.3848,1.1791,152.7157,1588.3933,1.2732,8.9806
06-Aug-21,1.3868,1.1794,153.0056,1590.9855,1.2684,8.9906
05-Aug-21,1.3933,1.1769,152.845,1591.5039,1.2633,9.0018
04-Aug-21,1.3908,1.1744,152.3621,1590.9987,1.2608,8.9901
03-Aug-21,1.3892,1.1714,151.3533,1598.0593,1.2561,8.9881
02-Aug-21,1.3898,1.1701,151.8773,1599.083,1.2568,8.9784
30-Jul-21,1.3907,1.1727,152.6571,1600.6331,1.2605,8.9874
29-Jul-21,1.3975,1.1759,153.2079,1595.7703,1.2661,9.0186
28-Jul-21,1.3871,1.1755,152.7197,1603.5084,1.2681,9.0031
27-Jul-21,1.3881,1.1739,152.4273,1603.2624,1.269,9.0344
26-Jul-21,1.3824,1.1707,152.4649,1593.9763,1.2666,8.9599
23-Jul-21,1.375,1.169,152.0337,1586.6881,1.2661,8.9111
22-Jul-21,1.3756,1.1667,151.5223,1581.6649,1.2634,8.9
21-Jul-21,1.3675,1.1599,150.8763,1574.0951,1.2565,8.8423
20-Jul-21,1.3605,1.1564,149.5462,1564.4458,1.2552,8.8222
19-Jul-21,1.367,1.1578,149.502,1574.039,1.255,8.8709
16-Jul-21,1.379,1.168,151.8417,1575.0317,1.2677,8.9332
15-Jul-21,1.3863,1.1731,152.5346,1582.5377,1.2737,8.9512
14-Jul-21,1.3869,1.1734,152.6838,1590.9685,1.2705,8.9623
13-Jul-21,1.3842,1.1708,152.7049,1586.9645,1.2682,8.9537
12-Jul-21,1.3894,1.1707,153.2369,1592.4539,1.2712,8.9971
09-Jul-21,1.3839,1.1664,152.4504,1583.3961,1.2665,8.9663
08-Jul-21,1.3761,1.1609,150.7655,1583.3613,1.2575,8.9281
07-Jul-21,1.3777,1.1676,152.4701,1572.5825,1.2749,8.9187
06-Jul-21,1.3807,1.1671,152.664,1568.6202,1.2755,8.9392
05-Jul-21,1.384,1.1668,153.5548,1563.7885,1.276,8.9476
02-Jul-21,1.3783,1.1638,153.4324,1562.3789,1.2729,8.9233
01-Jul-21,1.377,1.1615,153.6181,1562.1445,1.2746,8.9063
30-Jun-21,1.3819,1.165,153.3771,1561.1186,1.2772,8.9218
29-Jun-21,1.3837,1.1622,152.8988,1567.3239,1.274,8.9423
28-Jun-21,1.3885,1.1637,153.4848,1569.8867,1.2759,8.9635
25-Jun-21,1.3914,1.1643,154.1115,1567.3356,1.2748,8.9784
24-Jun-21,1.3895,1.1651,154.04,1574.6648,1.2772,8.9921
23-Jun-21,1.3969,1.1691,154.7765,1584.5246,1.2807,9.0423
22-Jun-21,1.3916,1.1695,154.0919,1584.1209,1.281,9.0071
21-Jun-21,1.3905,1.1673,153.2192,1577.0425,1.2772,8.9907
18-Jun-21,1.3807,1.1645,152.1946,1568.7721,1.2741,8.9076
17-Jun-21,1.3951,1.1684,153.7958,1579.8182,1.2771,8.9942
16-Jun-21,1.4104,1.1643,155.0594,1578.0472,1.2687,9.0222
15-Jun-21,1.4083,1.1616,155.0679,1574.8667,1.2656,9.0204
14-Jun-21,1.4115,1.1642,155.2509,1577.683,1.2695,9.0289
11-Jun-21,1.4123,1.1662,155.0282,1577.6591,1.2695,9.0348
10-Jun-21,1.4142,1.1618,155.0105,1578.2684,1.2671,9.0397
09-Jun-21,1.4127,1.1593,154.8319,1575.5843,1.2654,9.0229
08-Jun-21,1.415,1.1612,154.8718,1579.2178,1.268,9.0552
07-Jun-21,1.4168,1.1626,154.8366,1574.3209,1.2722,9.0629
04-Jun-21,1.4172,1.1651,155.2117,1576.7129,1.2746,9.0603
03-Jun-21,1.418,1.1635,156.2211,1584.2109,1.2822,9.0792
02-Jun-21,1.4165,1.1604,155.2909,1573.342,1.2727,9.0395
01-Jun-21,1.4173,1.1573,155.0526,1568.6393,1.2689,9.0421
28-May-21,1.4176,1.1638,155.8651,1580.702,1.276,9.0263
27-May-21,1.4181,1.1625,155.5939,1584.4077,1.2732,9.0482
26-May-21,1.4124,1.157,154.0363,1578.011,1.2675,9.0254
25-May-21,1.4133,1.154,153.9508,1587.3479,1.2667,9.0581
24-May-21,1.4158,1.1587,153.9683,1593.2776,1.2698,9.0863
21-May-21,1.4162,1.1622,154.3092,1595.1793,1.2723,9.1074
20-May-21,1.4155,1.1589,154.0913,1597.9226,1.2739,9.1052
19-May-21,1.4145,1.1579,153.643,1597.9677,1.274,9.1027
18-May-21,1.4211,1.163,154.7578,1603.1287,1.275,9.1286
17-May-21,1.4118,1.1625,154.1544,1604.3554,1.2729,9.0899
14-May-21,1.4088,1.161,154.165,1588.3586,1.2717,9.0677
13-May-21,1.4046,1.1633,153.9161,1586.889,1.2734,9.0604
12-May-21,1.4096,1.1674,154.182,1593.1088,1.281,9.0961
11-May-21,1.4144,1.163,153.4624,1585.7334,1.2761,9.0925
10-May-21,1.4138,1.1626,153.7366,1573.4958,1.2717,9.0724
07-May-21,1.3979,1.1513,151.77,1557.8267,1.2622,8.9962
06-May-21,1.3888,1.1516,151.4903,1557.9767,1.2616,8.9733
05-May-21,1.391,1.1587,151.9111,1565.0558,1.2703,9.0039
04-May-21,1.3883,1.1537,151.6024,1563.8019,1.2656,8.9865
30-Apr-21,1.3845,1.15,151.312,1545.3927,1.2629,8.9577
29-Apr-21,1.3945,1.1514,151.9308,1546.2983,1.2707,9.0274
28-Apr-21,1.3906,1.1503,151.4363,1547.258,1.2699,9.0104
27-Apr-21,1.3915,1.1519,150.9221,1548.6351,1.2702,9.0212
26-Apr-21,1.3894,1.15,150.1525,1543.3247,1.2701,9.009
