Date,GBP-CNY,GBP-USD,GBP-EUR,GBP-JPY,GBP-KRW,GBP-CHF
5-Jan-15,-0.00714315639532439,-0.00961788406550554,-0.00179827990617668,-0.0146439465452158,-0.00667212233769458,-0.00227671892278674
6-Jan-15,-0.00580205498238282,-0.00459317585301845,-0.00313307746534033,-0.0119179041256436,-0.0119685299613373,-0.00332507497718093
7-Jan-15,-0.0070243198506006,-0.00705339485827286,0.00275005892983426,-0.000864045543418525,-0.00524097688456812,0.0026166023418591
8-Jan-15,0.00151738582205987,0.00126136891721437,0.00211565585331447,0.00318961804059958,-0.00424778895264356,0.00234879624192604
9-Jan-15,0.00343561947846865,0.00437607744330987,0.000938306357025639,-0.00242158786580041,-0.00448565048730975,0.000716005988413787
12-Jan-15,-0.0016587627331307,-0.000726168471085212,0.000703070072650497,-0.00257574655275916,-0.00342782573738931,0.000650448809678607
13-Jan-15,0.0016615187985942,0.00257646825658982,0.00554254488680727,0.00130901640028835,0.0003485607644603,0.00559022360894432
14-Jan-15,0.00222231673861719,0.00243806009488669,0.00201847682633331,-0.0110968017455943,0.00237318715039615,0.0020685197155786
15-Jan-15,-0.00436051137870671,-0.00295799645040437,0.0142558301696753,-0.00304318488529017,-0.00535375927128558,-0.110888917559025
16-Jan-15,-0.000479519202080066,-0.00362605485232057,0.0045069131464365,0.00285168314731959,-0.00418918313921581,-0.0645722992091708
19-Jan-15,0.00500005330547243,0.00297756898034801,-0.00904942965779469,0.00195495724515254,0.00328439765444843,0.0288528658962229
20-Jan-15,0.00158059999151364,0.00244095527114397,0.00752052797175967,0.00934931968206931,0.0108105685893852,0.00527704485488119
21-Jan-15,-0.00560280457968386,-0.0051990786442909,-0.00632188285474901,-0.0101586274091078,-0.0114065557349722,-0.0235470566179227
22-Jan-15,-0.00241777436946153,-0.00198465202434514,0.0128775103479993,-0.000459012230400611,-0.000535671526904939,0.00729590661239541
23-Jan-15,-0.000864821003405781,-0.00397719740156437,0.0110488875435146,-0.00473724798942388,-0.00975321051825534,0.00564196401341861
26-Jan-15,0.00578114981833725,0.00166378277652081,0.000898203592814272,0.00659357167706588,0.00544099383949916,0.0245640636846095
27-Jan-15,0.00854219568427866,0.0102318782805128,-0.00276697577026626,0.00229810378384798,0.00595994065081219,0.015687435252331
28-Jan-15,-0.000990255464840601,-0.00170996382768822,0.00374953130858651,0.000329706930283064,0.00821593783767718,0.000655689931516757
29-Jan-15,-0.00691756914932879,-0.00671981026418077,-0.00642510272693309,-0.00385165504212589,0.00303167627075321,0.00822715689843472
30-Jan-15,-0.00339792938677993,-0.00391324534058501,0.000751936235807121,-0.00914365772149512,0.00288460411147346,-0.00238301559792034
2-Feb-15,0.00271695700815078,0.0011319749633773,-0.00398226763844022,-0.000487565934788695,-0.00284539397368708,0.00550126673905179
3-Feb-15,0.004919774731697,0.00525440638510144,-0.00414906457453217,0.00756889944662642,0.00208506683508511,0.00554315744006914
4-Feb-15,0.00505429668087092,0.00668254598385603,0.00878721308991747,0.00668281215167291,-0.00208006501439438,0.00823310423825892
5-Feb-15,0.00537606127236956,0.00466644758462036,0.00443042727340977,0.00415329442311044,0.0056363785574318,0.00411844067315189
6-Feb-15,-0.00240681442414346,-0.00111212874525712,0.00627990430622023,0.0119834310326199,0.00553099399186977,-0.00134361077717277
9-Feb-15,-0.00138463475013649,-0.00189927303687203,-0.00118870728083213,-0.00558947899033869,-0.000414749496085315,-0.00162866449511398
10-Feb-15,0.00031512605042018,0.00131233595800525,0.00238024397500734,0.00722354700341497,0.00218820316952266,0.00205688346691264
11-Feb-15,0.000661556232279694,0.000393184796854478,0.0020777678836451,0.00961946309462324,0.0100376718433335,0.000990939977349834
12-Feb-15,0.00665316445069433,0.00635398925717283,0.000370260663507068,-0.00518348164530502,0.00222533815370828,0.00855607410550134
13-Feb-15,0.00129264961898105,0.00195274360476462,-0.00074024724257894,-0.000741776861922891,-0.00351732292146657,0.00378601977143663
16-Feb-15,0.000437267701533466,-0.000909504320145421,-0.000963034298837009,-0.00242460804724624,0.00121876623220322,-0.00167632883984072
17-Feb-15,-0.00178993266939309,-0.00279602054749982,-0.00259528399822042,0.00141198447201228,0.00407956260520463,0.00265864409151335
18-Feb-15,0.00723512056796738,0.00723787167449132,0.0108542115827819,0.00859202852209317,0.0124812219564745,0.0166771334868467
